path,human,ground,auto,prosodic,ground_wer,ground_cer,auto_wer,auto_cer,prosodic_wer,prosodic_cer,prossegue,prossegue_wer,prossegue_cer
SP_DID_234_seg_1420.01_1428.83.wav,os artistas que f que são os principais do do filme eu tenho a impressão que é mais do que eles não né?,os artistas que que são os principais do do filme eu tenho a impressão que é mais do que eles não né,os artistas que que são os principais e os viam isso viam isso aí,os artistas que são os principais do filme eu tenho a impressão assim,0.087,0.0291,0.6957,0.4757,0.4783,0.3495, Os artistas que inscrição são os principais no nosso rio e eu tenho uma indecisão dele e,0.6956521739130435,0.47058823529411764
SP_DID_234_seg_1307.93_1310.08.wav,dói esse filme dói,dó esse filme dá,bó esse filme boi,olha esse filme dói,0.5,0.1667,0.5,0.2222,0.25,0.2222,bó em esse filme boy,0.75,0.3888888888888889
SP_DID_234_seg_285.14_288.04.wav,depois vários artistas de televisão estavam trabalhando nessa peça,depois vários artistas de televisão estavam trabalhando nessa peça,depois vários artistas de vi visão,depois vários artistas de televisão,0.0,0.0,0.5556,0.5303,0.4444,0.4697,depois vários artistas e eles eu estava andava uva e,0.7777777777777778,0.36363636363636365
SP_DID_234_seg_462.72_464.02.wav,não é?,não é,vó,vó é,0.5,0.1667,1.0,1.0,1.0,0.6667,não é não é a,1.5,1.6
SP_DID_234_seg_85.00_86.23.wav,uma peça muito comentada,uma pessoa muito comentada,uma peça muitos mil e,uma peça muito ruim,0.25,0.125,0.75,0.375,0.25,0.375,uma peça muito comentada,0.0,0.0
SP_DID_234_seg_1608.32_1612.48.wav,porque antigamente no tempo que eu estudava o o o estudante quase não ligava para isso,antigamente no tempo que eu estudava o estudante quase não ligava para isso,porque antigamente o tempo que eu estudava o risco eu quase não me empregava,porque aqui da mente não tem que não precisava o o rosto da minha nada,0.1875,0.1279,0.4375,0.3023,0.875,0.5233,porque eu que da mente vou perto que eu sou bala roso com elevação de palavrário,0.9375,0.5581395348837209
SP_DID_234_seg_1754.72_1760.33.wav,e eu acho que o problema monetário que é o que afasta mais o pessoal do teatro,e eu acho que o problema monetário que é o que afasta mais o pessoal do teatro,eu acho que o problema no venta eu que eu refazo a massa de sogra,e eu acho que o problema monetário,0.0,0.0,0.6471,0.4487,0.5882,0.5641,e eu acho que o problema monetário o que é o que a senhora vai fazer solução,0.4117647058823529,0.3333333333333333
SP_DID_234_seg_2123.98_2125.49.wav,agora novelas também né,agora novelas também né,agora novelas também né,agora novelas também né,0.0,0.0,0.0,0.0,0.0,0.0,agora novelas também né?,0.0,0.0
SP_DID_234_seg_269.48_271.00.wav,eu acho que foi casa de bonecas né,eu acho que foi casa de bonecas né,eu acho que foi casar de bovecas né,eu acho que fui casar de bonecas né,0.0,0.0,0.25,0.0588,0.25,0.0588,e eu acho que foi tazar de donetas na,0.5,0.23529411764705882
SP_DID_234_seg_1323.43_1324.32.wav,fundo musical né,fundo musical né,fundo musical né,fundo musical né,0.0,0.0,0.0,0.0,0.0,0.0,são todos de tal né fomos de tal né,2.6666666666666665,1.5625
SP_DID_234_seg_185.08_192.22.wav,de antes de hair eu assisti um outro uma outra peça na aliança francesa bom também não recordo o nome,de antes de rádio eu assisti um outro uma outra peça na aliança francesa bom também não recordo o nome,dente deus dele eu passei se o o meu,brem antes dele eu assisti um novo para essa laranja ser uma,0.05,0.0396,0.9,0.7525,0.8,0.5743,dém em três dê aí o que existe em outro outro a peça lari ondasas que já,1.0,0.6435643564356436
SP_DID_234_seg_541.64_558.00.wav,eu tenho ido à à à televisão fazer uns programas ajudar um pessoal que que que tem me pedido para fazer programação da da de sucos do lanjal eu acho que a televisão é completamente diferente do que a gente assiste,eu tinha ido à à televisão fazer uns programas ajudar um pessoal que que que tenha me pedido para fazer programação da de sucos do lanjau eu acho que a televisão é completamente diferente do que a gente assiste,meu tenho ido à televisão faziam os programas e ajudaram a escola,eu tenho ido à televisão fazer uns programas mas vezes eu tenho um sonho que que viveu em esses rastros ah assim,0.122,0.0516,0.8537,0.7371,0.7805,0.5915,eu tenho ido à televisão fazer os programas e juntavam o pessoal e,0.8292682926829268,0.7183098591549296
SP_DID_234_seg_1327.75_1329.48.wav,eu já falei para você cenários né,eu já falei para você cenários né,eu já falei para ser cenários né,eu já falei para ser cenários né,0.0,0.0,0.1429,0.1212,0.1429,0.1212,e a jafá vem para ser cenários na,0.8571428571428571,0.3939393939393939
SP_DID_234_seg_28.00_30.92.wav,então é uma assistente social mas ela é formidável sabe,não é uma assistente social mas ela é formidada sabe,então é uma assistente social mas ela é formidável saber,então eu lá assistente social,0.2,0.1091,0.1,0.0182,0.7,0.5636,então é uma às vezes pente social mas às vezes não é só um bairro sabe,0.9,0.5454545454545454
SP_DID_234_seg_376.88_386.46.wav,e outro outras peças que eu assisti como por exemplo mais vale um um asno voando do que um burro que me carregue é um um uma peça um,e outras outras peças que eu assisti como por exemplo mais vale um um asno voando do que um burro que me carregue uma peça,e outras peças que eu assisti como por exemplo nós darem mais o arroz o ano algum outro,e outras peças que eu assisti umas seis dez e já,0.1724,0.0985,0.6897,0.4773,0.7931,0.6818,ia ou para outras peças que eu assisti como por exemplo o mais largo,0.7586206896551724,0.5909090909090909
SP_DID_234_seg_2126.04_2130.32.wav,a maioria das pessoas principalmente do sexo feminino ficam grudadas em novela,a maioria das pessoas principalmente do sexo feminino ficam grudadas em novela,a maioria das pessoas fisicalmente dos sexos e que não me organizaram são,a maioria das pessoas principalmente do cécio verino ficam grudadas em novela,0.0,0.0,0.75,0.4359,0.1667,0.1026,a maioria das pessoas principalmente do sexo feminininhos e no lugar a ser um velho a,0.75,0.2948717948717949
SP_DID_234_seg_1032.51_1041.90.wav,eu tenho ido pouco ao cinema porque eh sei lá eu o pessoal que vai ah diz que tal filme não é bom eu prefiro ficar em casa e não ir a cinema,eu tenho ido um pouco ao cinema porque eh sei lá o pessoal que vai ah diz que tal filme não é bom eu prefiro ficar em casa e não ir ao cinema,eu tenho que ir do pouco aos eme na júria,eu tenho ido pouco ao cinema porque se você as suas as pessoas,0.0909,0.05,0.9091,0.7643,0.7879,0.6286,eu tenho ido pouco ao cinema existe a roupa que nós viessemos,0.7878787878787878,0.65
SP_DID_234_seg_294.27_296.69.wav,quase quase sempre elas vão quase todo domingo,quase quase sempre elas vão quase todo domingo,quase quase sempre elas vão quase tudo dormindo,quase quase sempre elas vão quase do domingo,0.0,0.0,0.25,0.0652,0.125,0.0435,quase quase sempre elas não pausa ai todo domingo,0.375,0.15217391304347827
SP_DID_234_seg_1081.67_1085.34.wav,o filme é lindo o filme tem umas cenas maravilhosas viu,o filme é lindo o filme tem umas cenas maravilhosas,o filme é lindo o filme tem umas cenas maravilhosas viu,o filme é lindo o filme tem umas cenas maravilhosas viu,0.0909,0.0727,0.0,0.0,0.0,0.0,o filme além do filme tem umas cenas vagas viu,0.36363636363636365,0.2909090909090909
SP_DID_234_seg_1064.19_1070.07.wav,e lá em em em poços de caldas você sabe lugar pequeno o pessoal vai ma muito mais a cinema né,e lá em em em postos de caldas você sabe em lugar pequeno o pessoal vai muito mais no cinema né,pela aí vem de pelas so mas a senhora,pela rei que que era para ser essa,0.1905,0.1075,0.9048,0.7419,1.0,0.7742,pela aí em postos de tal você se perguntar a ter o pessoal,0.8095238095238095,0.6129032258064516
SP_DID_234_seg_139.08_145.53.wav,mas eu acho que o teatro hoje em dia está está indo para um caminho eh tão tanto palavrão tanta,mas eu acho que o teatro hoje em dia está está indo para um caminho é tão tanto palavrão tanta,mas eu acho que eu queria falar vim ver,mas eu acho que o teatro hoje em dia é as tardinhas,0.05,0.0211,0.8,0.7053,0.55,0.5158,mas eu acho que o pê é do ônibus,0.75,0.7473684210526316
SP_DID_234_seg_205.05_210.22.wav,palavrões escritos falados e distribuídos de todo jeito,falavrões escritos falados e distribuídos de todo jeito,e o leão é descrito os jovens e jovem e discrego rindo de todo jeito,eu e sempre tive a ver eles mudam das bolsas,0.125,0.0182,1.375,0.6364,1.25,0.7818,talávamos os escritos tal órgãos se distribuíveis inclusive,1.0,0.5454545454545454
SP_DID_234_seg_2068.66_2073.23.wav,eu gosto de programa de televisão igual filme,eu gosto de programa de televisão igual ao filme,eu gosto de programa de televisão igual filme,e o gosto de programa de televisão e do com o filme,0.125,0.0667,0.0,0.0,0.75,0.2667,eu gosto de programa de televisão igual filme,0.0,0.0
SP_DID_234_seg_1077.19_1080.89.wav,ele disse que realmente na cidade todo mundo estava comentando do filme,ele disse que realmente na cidade todo mundo estava comentando do filme,e ele disse que realmente a cidade de todo mundo estava contando,e me disse que realmente na cidade de todo,0.0,0.0,0.5,0.2394,0.6667,0.4507,e ele disse que realmente na cidade e todo mundo estávamos em todos se unir,0.5833333333333334,0.29577464788732394
SP_DID_234_seg_1045.94_1050.40.wav,olha eu estive o mês passado em poços de caldas estava passando um filme que eu achei lindo aqui em são paulo,olha eu estive em um espaço hospital eu estava passando um filme que eu achei lindo aqui em são paulo,ora eu estive um mês passado em museu de ser pausa do seu palácio se seguindo,olha que diz o meu deus é o que eu quero ser um grande,0.3182,0.211,0.7273,0.5138,0.8182,0.6789,ora eu estive eu me assado o imposto de ser palmas isso estava passando sim nisso sim isso,0.8636363636363636,0.5504587155963303
SP_DID_234_seg_933.05_939.71.wav,mas eu tive pouco tempo viu com com essa parte assim de balé eu eu estudei mas não me apresentei quase nada,mas eu tive pouco tempo viu com com essa parte assim de balé eu estudei mas não me apresentei quase nada,mas eu tive pouco tempo viu com essa traga assim eu sei se você viu,mas eu tive pouco tempo vi o cuncum essa parte,0.0455,0.028,0.5455,0.4766,0.6818,0.6262,mas eu tive pouco tempo viu com coisa papo é assim,0.6363636363636364,0.5700934579439252
SP_DID_234_seg_2112.35_2120.90.wav,eu acho que o que mais prende o pessoal que a gente ouve e eu vejo o o o os come e e e ouço os comentários eu acho que são os filmes que passam,eu acho que o que mais prende o pessoal que a gente ouve e eu vejo o o o o os com e eu ouço os comentários eu acho que são os filmes que passam,eu acho que o que mais trem deu o pessoal tinha que ir o e o vestu viu a ação,e eu acho que o que nós aprendemos o peixe o pêsuloso com ele e a gente as suas rolos rosa,0.1143,0.035,0.7429,0.6014,0.8,0.5734,eu acho que o que mais tem de o pessoal vira assim eu vi o vi de uva que usou se usou se,0.7142857142857143,0.5594405594405595
SP_DID_234_seg_1698.47_1706.58.wav,e o pessoal diz ah só tem esses programas de domingo mas você vê em todas as casas que você vá no domingo ligam no fantástico!,e o pessoal diz ah só tem esses programas de domingo mas você vê em todas as casas que você vá no domingo ligam no fantástico,e o pessoal de sessó tem que estudando,e o pessoal de sessó tem esses problemas do menino de um vinho,0.0385,0.0079,0.8077,0.754,0.8077,0.619,e o pessoal disse a sopa e esses problemas domínios assim e burro das casas,0.8076923076923077,0.6
SP_DID_234_seg_612.99_615.74.wav,quer dizer o pouco que eu eu imagino isso,quer dizer o pouco que eu eu imagino isso,de dizer o pouco que eu eu imagino isso,quer dizer um pouco que eu imagino isso ó,0.0,0.0,0.1111,0.0732,0.3333,0.1707,quer dizer um pouco que eu imagino isso,0.2222222222222222,0.12195121951219512
SP_DID_234_seg_701.60_706.38.wav,deve ser um tipo assim de trabalho mais ou menos o o pessoal de tel de de tê televisão né,deve ser um tipo assim de trabalho mais ou menos o pessoal de de de de televisão né,deve ser um tipo assim de trabalho mais ou menos o pessoal de viver vivi viagem,deve ser um tipo assim de trabalho mais ou menos ou pessoal da de televisão né,0.15,0.0787,0.35,0.2584,0.3,0.1461,deve ser um tipo assim de frangão mais ou menos ovesse homem,0.55,0.42696629213483145
SP_DID_234_seg_1476.53_1479.14.wav,é que a criançada assiste tanto desenho na televisão né,é que a criançada assiste tanto desenho na televisão né,é que a criançada assiste tanto o desenho na televisão né,é que a criançada assiste tanto o desenho na televisão né,0.0,0.0,0.1,0.0364,0.1,0.0364,é que a preenchada assisti tanto o desenho na televisão da,0.4,0.18181818181818182
SP_DID_234_seg_297.09_298.77.wav,eu sou um pouco preguiçosa não vou,eu sou um pouco profissão eu não vou,eu sou um pouco previçosa não vou,eu sou um pouco previçosa não vou,0.2857,0.2647,0.1429,0.0588,0.1429,0.0588,eu sou um pouco previsuosa não dou,0.2857142857142857,0.14705882352941177
SP_DID_234_seg_917.46_918.66.wav,sim tem os camarins né,sim tem os camarins né,sim tem gostado de mim né,centenoso,0.0,0.0,0.6,0.5455,1.0,0.8182,se quem nós está lá em esmercados né?,1.4,1.0909090909090908
SP_DID_234_seg_1141.97_1145.78.wav,quando trabalham em filme,como esse filme,quando travaram em filme,quando trabalham em filme,0.75,0.64,0.25,0.12,0.0,0.0,quando trabalhou em filme,0.25,0.08
SP_DID_234_seg_119.15_126.94.wav,o que mais a a nos chama a atenção é o o o enredo da peça ah os artistas bons porque às vezes né?,o que mais a peça nos chama a atenção é o o o o o redor da peça os artistas bons porque às vezes né,como que mais almoço chamar atenção o homem e lembra só os anjos que eu recebi,pouque mais a nos chama a atenção se rindo pedras essas salas,0.25,0.1237,0.7917,0.5052,0.75,0.5155,o que mais a nos chamar a atenção é o enredo da péssaro as artísticas não sei se,0.5416666666666666,0.3541666666666667
SP_DID_234_seg_1288.03_1294.34.wav,então nós vamos ao cinema para distrair eu saí de lá eu estava um mas estava eu estava um trapo eu disse meu deus mas que filme,então nós vamos ao cinema para distrair eu saí de lá eu estava mas eu estava um trapo eu disse meu deus mas que filme,então nós vamos lá e vindo,então nós vamos ao cinema para distrair os saque de lá eu e saímos nós as essas seas com o crescer os dias,0.0741,0.0787,0.8519,0.811,0.6296,0.4409,então nós dando a salsinha na cada vez que eu saia de ver as histórias são umas histórias dovas de,0.8888888888888888,0.6377952755905512
SP_DID_234_seg_1394.42_1399.59.wav,eu não sei mas eu acho que sei lá não tenho quase assistido filmes né,eu não sei mas eu acho que sei lá não tenho quase assistido filmes né,eu não sei mas eu acho que sim eu não tenho quase que vi vi vi,eu não sei lá assim mas a gente tinha um dinás não sei,0.0,0.0,0.4,0.2754,0.8,0.6087,e eu não sei lá se eu acho que se eu acho que se eu,0.7333333333333333,0.4927536231884058
SP_DID_234_seg_997.24_998.36.wav,eu saber que o filme é bom,e eu saber que o filme é bom,eu saber que o filme é bom,eu saber que o filme é bom,0.1429,0.0769,0.0,0.0,0.0,0.0,eu saber que o ciúme é bom,0.14285714285714285,0.07692307692307693
